Id,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status
bufr4/0/01/101/407,001101,Указатель страны,407,Коста-Рика,,,,,Operational
bufr4/0/01/101/408,001101,Указатель страны,408,Куба,,,,,Operational
bufr4/0/01/101/409,001101,Указатель страны,409,Доминика,,,,,Operational
bufr4/0/01/101/410,001101,Указатель страны,410,Доминиканская Республика,,,,,Operational
bufr4/0/01/101/411,001101,Указатель страны,411,Сальвадор,,,,,Operational
bufr4/0/01/101/412,001101,Указатель страны,412,Франция (РА IV),,,,,Operational
bufr4/0/01/101/413,001101,Указатель страны,413,Гватемала,,,,,Operational
bufr4/0/01/101/414,001101,Указатель страны,414,Гаити,,,,,Operational
bufr4/0/01/101/415,001101,Указатель страны,415,Гондурас,,,,,Operational
bufr4/0/01/101/416,001101,Указатель страны,416,Ямайка,,,,,Operational
bufr4/0/01/101/417,001101,Указатель страны,417,Мексика,,,,,Operational
bufr4/0/01/101/418,001101,Указатель страны,418,Кюрасао и Синт-Мартен,,,,,Operational
bufr4/0/01/101/419,001101,Указатель страны,419,Никарагуа,,,,,Operational
bufr4/0/01/101/420,001101,Указатель страны,420,Панама,,,,,Operational
bufr4/0/01/101/421,001101,Указатель страны,421,Сент-Люсия,,,,,Operational
bufr4/0/01/101/422,001101,Указатель страны,422,Тринидад и Тобаго,,,,,Operational
bufr4/0/01/101/423,001101,Указатель страны,423,Соединенное Королевство Великобритании и Северной Ирландии (РА IV),,,,,Operational
bufr4/0/01/101/424,001101,Указатель страны,424,Соединенные Штаты Америки (РА IV),,,,,Operational
bufr4/0/01/101/425,001101,Указатель страны,425,Венесуэла (Боливарианская Республика),,,,,Operational
bufr4/0/01/101/426-499,001101,Указатель страны,426-499,"Зарезервировано для Региона IV (Северная Америка, Центральная Америка и Карибский бассейн)",,,,,Operational
bufr4/0/01/101/500,001101,Указатель страны,500,Австралия,,,,,Operational
bufr4/0/01/101/501,001101,Указатель страны,501,Бруней-Даруссалам,,,,,Operational
bufr4/0/01/101/502,001101,Указатель страны,502,Острова Кука,,,,,Operational
bufr4/0/01/101/503,001101,Указатель страны,503,Фиджи,,,,,Operational
bufr4/0/01/101/504,001101,Указатель страны,504,Французская Полинезия,,,,,Operational
bufr4/0/01/101/505,001101,Указатель страны,505,Индонезия,,,,,Operational
bufr4/0/01/101/506,001101,Указатель страны,506,Кирибати,,,,,Operational
bufr4/0/01/101/507,001101,Указатель страны,507,Малайзия,,,,,Operational
bufr4/0/01/101/508,001101,Указатель страны,508,"Микронезия, Федеративные Штаты",,,,,Operational
bufr4/0/01/101/509,001101,Указатель страны,509,Новая Каледония,,,,,Operational
bufr4/0/01/101/510,001101,Указатель страны,510,Новая Зеландия,,,,,Operational
bufr4/0/01/101/511,001101,Указатель страны,511,Ниуэ,,,,,Operational
bufr4/0/01/101/512,001101,Указатель страны,512,Папуа–Новая Гвинея,,,,,Operational
bufr4/0/01/101/513,001101,Указатель страны,513,Филиппины,,,,,Operational
bufr4/0/01/101/514,001101,Указатель страны,514,Самоа,,,,,Operational
bufr4/0/01/101/515,001101,Указатель страны,515,Сингапур,,,,,Operational
bufr4/0/01/101/516,001101,Указатель страны,516,Соломоновы Острова,,,,,Operational
bufr4/0/01/101/517,001101,Указатель страны,517,Тонга,,,,,Operational
bufr4/0/01/101/518,001101,Указатель страны,518,Соединенное Королевство Великобритании и Северной Ирландии (РА V),,,,,Operational
bufr4/0/01/101/519,001101,Указатель страны,519,Соединенные Штаты Америки (РА V),,,,,Operational
bufr4/0/01/101/520,001101,Указатель страны,520,Вануату,,,,,Operational
bufr4/0/01/101/521-599,001101,Указатель страны,521-599,Зарезервировано для Региона V (Юго-западная часть Тихого океана),,,,,Operational
bufr4/0/01/101/600,001101,Указатель страны,600,Албания,,,,,Operational
bufr4/0/01/101/601,001101,Указатель страны,601,Армения,,,,,Operational
bufr4/0/01/101/602,001101,Указатель страны,602,Австрия,,,,,Operational
bufr4/0/01/101/603,001101,Указатель страны,603,Азербайджан,,,,,Operational
bufr4/0/01/101/604,001101,Указатель страны,604,Беларусь,,,,,Operational
bufr4/0/01/101/605,001101,Указатель страны,605,Бельгия,,,,,Operational
bufr4/0/01/101/606,001101,Указатель страны,606,Босния и Герцеговина,,,,,Operational
bufr4/0/01/101/607,001101,Указатель страны,607,Болгария,,,,,Operational
bufr4/0/01/101/608,001101,Указатель страны,608,Хорватия,,,,,Operational
bufr4/0/01/101/609,001101,Указатель страны,609,Кипр,,,,,Operational
bufr4/0/01/101/610,001101,Указатель страны,610,Чехия,,,,,Operational
bufr4/0/01/101/611,001101,Указатель страны,611,Дания,,,,,Operational
bufr4/0/01/101/612,001101,Указатель страны,612,Эстония,,,,,Operational
bufr4/0/01/101/613,001101,Указатель страны,613,Финляндия,,,,,Operational
bufr4/0/01/101/614,001101,Указатель страны,614,Франция (РА VI),,,,,Operational
bufr4/0/01/101/615,001101,Указатель страны,615,Грузия,,,,,Operational
bufr4/0/01/101/616,001101,Указатель страны,616,Германия,,,,,Operational
bufr4/0/01/101/617,001101,Указатель страны,617,Греция,,,,,Operational
bufr4/0/01/101/618,001101,Указатель страны,618,Венгрия,,,,,Operational
bufr4/0/01/101/619,001101,Указатель страны,619,Исландия,,,,,Operational
bufr4/0/01/101/620,001101,Указатель страны,620,Ирландия,,,,,Operational
bufr4/0/01/101/621,001101,Указатель страны,621,Израиль,,,,,Operational
bufr4/0/01/101/622,001101,Указатель страны,622,Италия,,,,,Operational
bufr4/0/01/101/623,001101,Указатель страны,623,Иордания,,,,,Operational
bufr4/0/01/101/624,001101,Указатель страны,624,Казахстан,,,,,Operational
bufr4/0/01/101/625,001101,Указатель страны,625,Латвия,,,,,Operational
bufr4/0/01/101/626,001101,Указатель страны,626,Ливан,,,,,Operational
bufr4/0/01/101/627,001101,Указатель страны,627,Литва,,,,,Operational
bufr4/0/01/101/628,001101,Указатель страны,628,Люксембург,,,,,Operational
bufr4/0/01/101/629,001101,Указатель страны,629,Мальта,,,,,Operational
bufr4/0/01/101/630,001101,Указатель страны,630,Монако,,,,,Operational
bufr4/0/01/101/631,001101,Указатель страны,631,Черногория,,,,,Operational
bufr4/0/01/101/632,001101,Указатель страны,632,Нидерланды,,,,,Operational
bufr4/0/01/101/633,001101,Указатель страны,633,Норвегия,,,,,Operational
bufr4/0/01/101/634,001101,Указатель страны,634,Польша,,,,,Operational
bufr4/0/01/101/635,001101,Указатель страны,635,Португалия (РА VI),,,,,Operational
bufr4/0/01/101/636,001101,Указатель страны,636,Республика Молдова,,,,,Operational
bufr4/0/01/101/637,001101,Указатель страны,637,Румыния,,,,,Operational
bufr4/0/01/101/638,001101,Указатель страны,638,Российская Федерация (РА VI),,,,,Operational
bufr4/0/01/101/639,001101,Указатель страны,639,Сербия,,,,,Operational
bufr4/0/01/101/640,001101,Указатель страны,640,Словакия,,,,,Operational
bufr4/0/01/101/641,001101,Указатель страны,641,Словения,,,,,Operational
bufr4/0/01/101/642,001101,Указатель страны,642,Испания (РА VI),,,,,Operational
bufr4/0/01/101/643,001101,Указатель страны,643,Швеция,,,,,Operational
bufr4/0/01/101/644,001101,Указатель страны,644,Швейцария,,,,,Operational
bufr4/0/01/101/645,001101,Указатель страны,645,Сирийская Арабская Республика,,,,,Operational
bufr4/0/01/101/646,001101,Указатель страны,646,Северная Македония,,,,,Operational
bufr4/0/01/101/647,001101,Указатель страны,647,Турция,,,,,Operational
bufr4/0/01/101/648,001101,Указатель страны,648,Украина,,,,,Operational
bufr4/0/01/101/649,001101,Указатель страны,649,Соединенное Королевство Великобритании и Северной Ирландии (РА VI),,,,,Operational
bufr4/0/01/101/650-699,001101,Указатель страны,650-699,Зарезервировано для Региона VI (Европа),,,,,Operational
bufr4/0/01/101/700-999,001101,Указатель страны,700-999,Зарезервировано,,,,,Operational
bufr4/0/01/101/1000-1022,001101,Указатель страны,1000-1022,Не используется,,,,,Operational
bufr4/0/01/101/1023,001101,Указатель страны,1023,Отсутствующее значение,,,,,Operational
bufr4/0/01/150/0,001150,Координатная система отсчета,0,"WGS-84 (Всемирная геодезическая система — 1984), используется ИКАО начиная с 1998 г.",,,,,Operational
bufr4/0/01/150/1,001150,Координатная система отсчета,1,"ETRS89 (Европейская земная система координат 1989 года), определяется EPSG:4258",,,,,Operational
bufr4/0/01/150/2,001150,Координатная система отсчета,2,"NAD83 (Североамериканская система координат 1983 года), определяется EPSG:4269",,,,,Operational
bufr4/0/01/150/3,001150,Координатная система отсчета,3,"DHDN (Система координат, Германия), определяется EPSG:4314",,,,,Operational
bufr4/0/01/150/4,001150,Координатная система отсчета,4,"Эллипсоидный датум, использующий Международный опорный меридиан и Международный опорный полюс в качестве соответственно нулевого меридиана и исходного полюса и точку отсчета (начало координат) Международной земной системы координат (ITRS) (см. примечание 2). Международный опорный меридиан, Международный опорный полюс и ITRS поддерживаются Международной службой вращения Земли и систем отсчета (IERS)",,,,92,Operational
bufr4/0/01/150/5-65534,001150,Координатная система отсчета,5-65534,Зарезервированы,,,,,Operational
bufr4/0/01/150/65535,001150,Координатная система отсчета,65535,Отсутствующее значение,,,,,Operational
bufr4/0/01/151/0,001151,Контрольная фиксированная величина среднего уровня моря,0,Гравитационная модель Земли 1996 года,,,,,Operational
bufr4/0/01/151/1,001151,Контрольная фиксированная величина среднего уровня моря,1,Балтийская система высот 1977 года,,,,,Operational
bufr4/0/01/151/2-4094,001151,Контрольная фиксированная величина среднего уровня моря,2-4094,Зарезервированы,,,,,Operational
bufr4/0/01/151/4095,001151,Контрольная фиксированная величина среднего уровня моря,4095,Отсутствующее значение,,,,,Operational
